"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Fayette County, GA"	"13113"	11	110714	Unreliable
	"Forsyth County, GA"	"13117"	26	212438	12.24
	"Fulton County, GA"	"13121"	98	1010562	9.70
	"Gwinnett County, GA"	"13135"	72	895823	8.04
	"Hall County, GA"	"13139"	13	193535	Unreliable
	"Henry County, GA"	"13151"	16	217739	Unreliable
	"Jackson County, GA"	"13157"	15	63360	Unreliable
	"Paulding County, GA"	"13223"	21	152238	13.79
	"Richmond County, GA"	"13245"	27	201793	13.38
	"Walton County, GA"	"13297"	17	88399	Unreliable
	"Whitfield County, GA"	"13313"	11	104216	Unreliable
	"Honolulu County, HI"	"15003"	44	998714	4.41
	"Maui County, HI"	"15009"	11	164637	Unreliable
	"Ada County, ID"	"16001"	22	434211	5.07
	"Kootenai County, ID"	"16055"	10	150346	Unreliable
	"Bureau County, IL"	"17011"	10	33587	Unreliable
	"Champaign County, IL"	"17019"	23	208861	11.01
	"Cook County, IL"	"17031"	549	5238216	10.48
	"DuPage County, IL"	"17043"	78	933736	8.35
	"Kane County, IL"	"17089"	25	530847	4.71
	"Kankakee County, IL"	"17091"	13	110879	Unreliable
	"Lake County, IL"	"17097"	69	703910	9.80
	"LaSalle County, IL"	"17099"	20	111333	17.96
	"McHenry County, IL"	"17111"	42	307343	13.67
	"McLean County, IL"	"17113"	17	173166	Unreliable
	"Macon County, IL"	"17115"	11	107303	Unreliable
	"Madison County, IL"	"17119"	67	266209	25.17
	"Peoria County, IL"	"17143"	28	186221	15.04
	"St. Clair County, IL"	"17163"	26	264052	9.85
	"Sangamon County, IL"	"17167"	35	198712	17.61
	"Tazewell County, IL"	"17179"	19	134800	Unreliable
	"Will County, IL"	"17197"	79	687263	11.49
	"Winnebago County, IL"	"17201"	64	287078	22.29
	"Allen County, IN"	"18003"	16	368450	Unreliable
	"Clark County, IN"	"18019"	11	115371	Unreliable
	"Dearborn County, IN"	"18029"	12	49455	Unreliable
	"Delaware County, IN"	"18035"	17	116852	Unreliable
	"Floyd County, IN"	"18043"	10	76778	Unreliable
	"Grant County, IN"	"18053"	11	67979	Unreliable
	"Hamilton County, IN"	"18057"	15	309697	Unreliable
	"Howard County, IN"	"18067"	20	82556	24.23
	"Lake County, IN"	"18089"	33	487865	6.76
	"Madison County, IN"	"18095"	19	129723	Unreliable
	"Marion County, IN"	"18097"	92	939020	9.80
	"Monroe County, IN"	"18105"	10	144705	Unreliable
	"Morgan County, IN"	"18109"	10	69648	Unreliable
	"Porter County, IN"	"18127"	22	167688	13.12
	"St. Joseph County, IN"	"18141"	41	268441	15.27
	"Tippecanoe County, IN"	"18157"	11	185826	Unreliable
	"Vanderburgh County, IN"	"18163"	12	181877	Unreliable
	"Wayne County, IN"	"18177"	21	67001	31.34
	"Linn County, IA"	"19113"	19	219916	Unreliable
	"Polk County, IA"	"19153"	44	467711	9.41
	"Scott County, IA"	"19163"	22	172126	12.78
	"Johnson County, KS"	"20091"	28	580159	4.83
	"Sedgwick County, KS"	"20173"	27	511574	5.28
	"Shawnee County, KS"	"20177"	16	178725	Unreliable
	"Bell County, KY"	"21013"	16	27337	Unreliable
	"Boone County, KY"	"21015"	32	127712	25.06
	"Boyd County, KY"	"21019"	18	48325	Unreliable
	"Bullitt County, KY"	"21029"	12	78702	Unreliable
	"Campbell County, KY"	"21037"	37	92066	40.19
	"Daviess County, KY"	"21059"	10	99259	Unreliable
	"Fayette County, KY"	"21067"	98	314488	31.16
	"Floyd County, KY"	"21071"	15	37756	Unreliable
	"Greenup County, KY"	"21089"	10	36068	Unreliable
	"Jefferson County, KY"	"21111"	109	763623	14.27
	"Jessamine County, KY"	"21113"	13	51961	Unreliable
	"Kenton County, KY"	"21117"	80	165012	48.48
	"Knox County, KY"	"21121"	13	31730	Unreliable
	"Madison County, KY"	"21151"	26	87824	29.60
	"Oldham County, KY"	"21185"	11	64875	Unreliable
	"Pike County, KY"	"21195"	17	61792	Unreliable
	"Scott County, KY"	"21209"	12	52420	Unreliable
	"Shelby County, KY"	"21211"	11	45632	Unreliable
	"Whitley County, KY"	"21235"	11	36129	Unreliable
	"Caddo Parish, LA"	"22017"	10	251460	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	19	446753	Unreliable
	"Jefferson Parish, LA"	"22051"	87	436275	19.94
	"Orleans Parish, LA"	"22071"	21	389617	5.39
	"St. Tammany Parish, LA"	"22103"	49	250088	19.59
	"Washington Parish, LA"	"22117"	11	46371	Unreliable
	"Androscoggin County, ME"	"23001"	20	107233	18.65
	"Cumberland County, ME"	"23005"	68	289977	23.45
	"Kennebec County, ME"	"23011"	26	119980	21.67
	"Penobscot County, ME"	"23019"	25	152692	16.37
	"York County, ME"	"23031"	41	201169	20.38
	"Allegany County, MD"	"24001"	13	72528	Unreliable
	"Anne Arundel County, MD"	"24003"	108	564195	19.14
	"Baltimore County, MD"	"24005"	211	831128	25.39
	"Calvert County, MD"	"24009"	18	90595	Unreliable
	"Carroll County, MD"	"24013"	38	167627	22.67
	"Cecil County, MD"	"24015"	26	102382	25.40
	"Charles County, MD"	"24017"	20	156118	12.81
	"Frederick County, MD"	"24021"	33	245322	13.45
	"Harford County, MD"	"24025"	48	250290	19.18
	"Howard County, MD"	"24027"	34	313414	10.85
	"Montgomery County, MD"	"24031"	71	1040116	6.83
	"Prince George's County, MD"	"24033"	45	909535	4.95
	"St. Mary's County, MD"	"24037"	16	111413	Unreliable
	"Washington County, MD"	"24043"	49	149585	32.76
	"Wicomico County, MD"	"24045"	10	102370	Unreliable
	"Worcester County, MD"	"24047"	17	51540	Unreliable
	"Baltimore city, MD"	"24510"	295	621849	47.44
	"Barnstable County, MA"	"25001"	60	214333	27.99
	"Berkshire County, MA"	"25003"	31	127828	24.25
	"Bristol County, MA"	"25005"	156	556772	28.02
	"Essex County, MA"	"25009"	204	776043	26.29
	"Franklin County, MA"	"25011"	18	70601	Unreliable
	"Hampden County, MA"	"25013"	93	470690	19.76
	"Hampshire County, MA"	"25015"	16	161292	Unreliable
	"Middlesex County, MA"	"25017"	296	1585139	18.67
	"Norfolk County, MA"	"25021"	141	696023	20.26
	"Plymouth County, MA"	"25023"	151	510393	29.59
	"Suffolk County, MA"	"25025"	174	778121	22.36
	"Worcester County, MA"	"25027"	203	818963	24.79
	"Bay County, MI"	"26017"	14	105659	Unreliable
	"Berrien County, MI"	"26021"	18	154636	Unreliable
	"Calhoun County, MI"	"26025"	38	134314	28.29
	"Eaton County, MI"	"26045"	20	108801	18.38
	"Genesee County, MI"	"26049"	44	410849	10.71
	"Grand Traverse County, MI"	"26055"	10	91636	Unreliable
	"Ingham County, MI"	"26065"	51	286085	17.83
	"Isabella County, MI"	"26073"	11	70698	Unreliable
	"Kalamazoo County, MI"	"26077"	18	260263	Unreliable
	"Kent County, MI"	"26081"	80	636369	12.57
	"Lenawee County, MI"	"26091"	21	98573	21.30
	"Livingston County, MI"	"26093"	23	187316	12.28
	"Macomb County, MI"	"26099"	167	864840	19.31
	"Monroe County, MI"	"26115"	35	149568	23.40
	"Montcalm County, MI"	"26117"	13	62945	Unreliable
	"Muskegon County, MI"	"26121"	34	172790	19.68
	"Oakland County, MI"	"26125"	43	1242304	3.46
	"Ottawa County, MI"	"26139"	26	279955	9.29
	"St. Clair County, MI"	"26147"	21	159875	13.14
	"Washtenaw County, MI"	"26161"	55	358880	15.33
	"Wayne County, MI"	"26163"	415	1759335	23.59
	"Anoka County, MN"	"27003"	24	344151	6.97
	"Dakota County, MN"	"27037"	24	414686	5.79
	"Hennepin County, MN"	"27053"	101	1223149	8.26
	"Ramsey County, MN"	"27123"	36	538133	6.69
	"St. Louis County, MN"	"27137"	24	200431	11.97
	"Stearns County, MN"	"27145"	11	154708	Unreliable
	"Washington County, MN"	"27163"	10	251597	Unreliable
	"DeSoto County, MS"	"28033"	29	173323	16.73
	"Jackson County, MS"	"28059"	10	141425	Unreliable
	"Clay County, MO"	"29047"	23	235637	9.76
	"Franklin County, MO"	"29071"	20	102426	19.53
	"Greene County, MO"	"29077"	58	288072	20.13
	"Jackson County, MO"	"29095"	64	687623	9.31
	"Jefferson County, MO"	"29099"	53	224124	23.65
	"Lincoln County, MO"	"29113"	11	54696	Unreliable
	"St. Charles County, MO"	"29183"	58	385590	15.04
	"St. Louis County, MO"	"29189"	145	1003362	14.45
	"St. Louis city, MO"	"29510"	94	315685	29.78
	"Yellowstone County, MT"	"30111"	10	157048	Unreliable
	"Douglas County, NE"	"31055"	26	550064	4.73
	"Clark County, NV"	"32003"	298	2114801	14.09
	"Nye County, NV"	"32023"	13	42477	Unreliable
	"Washoe County, NV"	"32031"	63	446903	14.10
	"Carson City, NV"	"32510"	22	54521	40.35
	"Belknap County, NH"	"33001"	18	60641	Unreliable
	"Carroll County, NH"	"33003"	16	47285	Unreliable
	"Coos County, NH"	"33007"	12	31212	Unreliable
	"Grafton County, NH"	"33009"	13	89320	Unreliable
	"Hillsborough County, NH"	"33011"	149	406678	36.64
	"Merrimack County, NH"	"33013"	29	147994	19.60
	"Rockingham County, NH"	"33015"	88	301777	29.16
	"Strafford County, NH"	"33017"	39	126825	30.75
	"Atlantic County, NJ"	"34001"	55	274219	20.06
	"Bergen County, NJ"	"34003"	81	938506	8.63
	"Burlington County, NJ"	"34005"	26	450226	5.77
	"Cape May County, NJ"	"34009"	24	94727	25.34
	"Cumberland County, NJ"	"34011"	19	155854	Unreliable
	"Essex County, NJ"	"34013"	88	797434	11.04
	"Hudson County, NJ"	"34017"	62	674836	9.19
	"Hunterdon County, NJ"	"34019"	12	125488	Unreliable
	"Mercer County, NJ"	"34021"	45	371398	12.12
	"Middlesex County, NJ"	"34023"	78	840900	9.28
	"Monmouth County, NJ"	"34025"	95	628715	15.11
	"Morris County, NJ"	"34027"	37	499509	7.41
	"Ocean County, NJ"	"34029"	62	588721	10.53
	"Passaic County, NJ"	"34031"	50	510916	9.79
	"Somerset County, NJ"	"34035"	26	333654	7.79
	"Sussex County, NJ"	"34037"	17	143673	Unreliable
	"Union County, NJ"	"34039"	54	555786	9.72
	"Warren County, NJ"	"34041"	19	106869	Unreliable
	"Bernalillo County, NM"	"35001"	145	676685	21.43
	"Dona Ana County, NM"	"35013"	28	214295	13.07
	"Eddy County, NM"	"35015"	12	57578	Unreliable
	"Rio Arriba County, NM"	"35039"	24	39465	60.81
	"Sandoval County, NM"	"35043"	18	139394	Unreliable
	"Santa Fe County, NM"	"35049"	39	148686	26.23
	"Taos County, NM"	"35055"	11	32907	Unreliable
	"Albany County, NY"	"36001"	30	309381	9.70
	"Bronx County, NY"	"36005"	172	1455444	11.82
	"Broome County, NY"	"36007"	28	196567	14.24
	"Cattaraugus County, NY"	"36009"	11	77922	Unreliable
	"Cayuga County, NY"	"36011"	14	78288	Unreliable
	"Chautauqua County, NY"	"36013"	15	130779	Unreliable
	"Chemung County, NY"	"36015"	10	87071	Unreliable
	"Dutchess County, NY"	"36027"	57	295754	19.27
	"Erie County, NY"	"36029"	239	922578	25.91
	"Jefferson County, NY"	"36045"	11	117635	Unreliable
	"Kings County, NY"	"36047"	195	2636735	7.40
	"Monroe County, NY"	"36055"	81	749600	10.81
	"Nassau County, NY"	"36059"	175	1361350	12.85
	"New York County, NY"	"36061"	115	1644518	6.99
	"Niagara County, NY"	"36063"	44	212652	20.69
	"Oneida County, NY"	"36065"	35	232500	15.05
	"Onondaga County, NY"	"36067"	72	468463	15.37
	"Orange County, NY"	"36071"	65	377647	17.21
	"Oswego County, NY"	"36075"	16	120146	Unreliable
	"Putnam County, NY"	"36079"	14	99042	Unreliable
	"Queens County, NY"	"36081"	117	2339150	5.00
	"Rensselaer County, NY"	"36083"	16	160266	Unreliable
	"Richmond County, NY"	"36085"	66	474558	13.91
	"Rockland County, NY"	"36087"	28	326037	8.59
	"St. Lawrence County, NY"	"36089"	12	111007	Unreliable
	"Saratoga County, NY"	"36091"	18	226249	Unreliable
	"Schenectady County, NY"	"36093"	12	154604	Unreliable
	"Suffolk County, NY"	"36103"	220	1501587	14.65
	"Sullivan County, NY"	"36105"	19	74877	Unreliable
	"Tompkins County, NY"	"36109"	11	104926	Unreliable
	"Ulster County, NY"	"36111"	27	180143	14.99
	"Westchester County, NY"	"36119"	87	976396	8.91
	"Alamance County, NC"	"37001"	11	158276	Unreliable
	"Brunswick County, NC"	"37019"	26	122765	21.18
	"Buncombe County, NC"	"37021"	30	253178	11.85
	"Burke County, NC"	"37023"	31	88842	34.89
	"Cabarrus County, NC"	"37025"	19	196762	Unreliable
	"Caldwell County, NC"	"37027"	23	81287	28.29
	"Carteret County, NC"	"37031"	19	68879	Unreliable
	"Catawba County, NC"	"37035"	18	155056	Unreliable
	"Cleveland County, NC"	"37045"	19	96879	Unreliable
	"Craven County, NC"	"37049"	24	103451	23.20
	"Cumberland County, NC"	"37051"	43	323838	13.28
	"Davidson County, NC"	"37057"	19	164622	Unreliable
	"Durham County, NC"	"37063"	20	300952	6.65
	"Forsyth County, NC"	"37067"	54	369019	14.63
	"Gaston County, NC"	"37071"	32	213442	14.99
	"Guilford County, NC"	"37081"	47	517600	9.08
	"Halifax County, NC"	"37083"	10	52456	Unreliable
	"Harnett County, NC"	"37085"	10	128140	Unreliable
	"Henderson County, NC"	"37089"	16	112655	Unreliable
	"Iredell County, NC"	"37097"	17	169866	Unreliable
	"Johnston County, NC"	"37101"	23	185660	12.39
	"Mecklenburg County, NC"	"37119"	74	1034070	7.16
	"Moore County, NC"	"37125"	12	94352	Unreliable
	"Nash County, NC"	"37127"	13	93919	Unreliable
	"New Hanover County, NC"	"37129"	47	220358	21.33
	"Onslow County, NC"	"37133"	15	186311	Unreliable
	"Pender County, NC"	"37141"	14	57611	Unreliable
	"Pitt County, NC"	"37147"	13	175842	Unreliable
	"Randolph County, NC"	"37151"	29	142799	20.31
	"Richmond County, NC"	"37153"	12	45437	Unreliable
	"Robeson County, NC"	"37155"	13	134197	Unreliable
	"Rockingham County, NC"	"37157"	10	91758	Unreliable
	"Rowan County, NC"	"37159"	30	139142	21.56
	"Rutherford County, NC"	"37161"	13	66390	Unreliable
	"Stanly County, NC"	"37167"	11	60714	Unreliable
	"Stokes County, NC"	"37169"	12	46351	Unreliable
	"Union County, NC"	"37179"	20	222742	8.98
	"Wake County, NC"	"37183"	65	1024198	6.35
	"Wilkes County, NC"	"37193"	24	68502	35.04
	"Adams County, OH"	"39001"	10	28024	Unreliable
	"Allen County, OH"	"39003"	17	104425	Unreliable
	"Ashtabula County, OH"	"39007"	15	98632	Unreliable
	"Belmont County, OH"	"39013"	10	69154	Unreliable
	"Brown County, OH"	"39015"	26	43839	59.31
	"Butler County, OH"	"39017"	182	376353	48.36
	"Clark County, OH"	"39023"	68	135959	50.02
	"Clermont County, OH"	"39025"	97	201973	48.03
	"Clinton County, OH"	"39027"	20	41917	47.71
	"Cuyahoga County, OH"	"39035"	245	1255921	19.51
	"Darke County, OH"	"39037"	13	52076	Unreliable
	"Delaware County, OH"	"39041"	12	193013	Unreliable
	"Erie County, OH"	"39043"	19	75550	Unreliable
	"Fairfield County, OH"	"39045"	13	151408	Unreliable
	"Fayette County, OH"	"39047"	13	28679	Unreliable
	"Franklin County, OH"	"39049"	237	1251722	18.93
	"Geauga County, OH"	"39055"	14	94102	Unreliable
	"Greene County, OH"	"39057"	37	164427	22.50
	"Hamilton County, OH"	"39061"	320	807598	39.62
	"Hancock County, OH"	"39063"	11	75573	Unreliable
	"Highland County, OH"	"39071"	13	43026	Unreliable
	"Jefferson County, OH"	"39081"	13	67347	Unreliable
	"Lake County, OH"	"39085"	49	229245	21.37
	"Lawrence County, OH"	"39087"	23	61109	37.64
	"Licking County, OH"	"39089"	20	170570	11.73
	"Lorain County, OH"	"39093"	62	305147	20.32
	"Lucas County, OH"	"39095"	97	433689	22.37
	"Mahoning County, OH"	"39099"	56	231900	24.15
	"Marion County, OH"	"39101"	22	65355	33.66
	"Medina County, OH"	"39103"	32	176395	18.14
	"Montgomery County, OH"	"39113"	212	532258	39.83
	"Pike County, OH"	"39131"	10	28217	Unreliable
	"Portage County, OH"	"39133"	28	162275	17.25
	"Preble County, OH"	"39135"	12	41329	Unreliable
	"Richland County, OH"	"39139"	30	121707	24.65
	"Ross County, OH"	"39141"	36	77170	46.65
	"Sandusky County, OH"	"39143"	11	59679	Unreliable
	"Scioto County, OH"	"39145"	14	76825	Unreliable
	"Stark County, OH"	"39151"	64	375165	17.06
	"Summit County, OH"	"39153"	135	541968	24.91
	"Trumbull County, OH"	"39155"	84	203751	41.23
	"Warren County, OH"	"39165"	37	224469	16.48
	"Wayne County, OH"	"39169"	20	116063	17.23
	"Wood County, OH"	"39173"	19	129730	Unreliable
	"Cleveland County, OK"	"40027"	31	274458	11.29
	"Mayes County, OK"	"40097"	11	40887	Unreliable
	"Muskogee County, OK"	"40101"	20	69699	28.69
	"Oklahoma County, OK"	"40109"	66	776864	8.50
	"Pottawatomie County, OK"	"40125"	10	71875	Unreliable
	"Tulsa County, OK"	"40143"	76	639242	11.89
	"Wagoner County, OK"	"40145"	14	76559	Unreliable
	"Clackamas County, OR"	"41005"	26	401515	6.48
	"Douglas County, OR"	"41019"	13	107685	Unreliable
	"Jackson County, OR"	"41029"	19	212567	Unreliable
	"Lane County, OR"	"41039"	39	362895	10.75
	"Linn County, OR"	"41043"	10	120547	Unreliable
	"Marion County, OR"	"41047"	22	330700	6.65
	"Multnomah County, OR"	"41051"	86	790294	10.88
	"Washington County, OR"	"41067"	36	574326	6.27
	"Allegheny County, PA"	"42003"	357	1230459	29.01
	"Armstrong County, PA"	"42005"	11	67052	Unreliable
	"Beaver County, PA"	"42007"	23	168871	13.62
	"Berks County, PA"	"42011"	26	415271	6.26
	"Blair County, PA"	"42013"	11	125593	Unreliable
	"Bucks County, PA"	"42017"	15	627367	Unreliable
	"Butler County, PA"	"42019"	42	186818	22.48
	"Cambria County, PA"	"42021"	30	136411	21.99
	"Chester County, PA"	"42029"	16	515939	Unreliable
	"Crawford County, PA"	"42039"	14	86484	Unreliable
	"Cumberland County, PA"	"42041"	21	246338	8.52
	"Dauphin County, PA"	"42043"	24	272983	8.79
	"Delaware County, PA"	"42045"	41	563894	7.27
	"Erie County, PA"	"42049"	36	278045	12.95
	"Fayette County, PA"	"42051"	38	133628	28.44
	"Franklin County, PA"	"42055"	18	153638	Unreliable
	"Indiana County, PA"	"42063"	19	86966	Unreliable
	"Lackawanna County, PA"	"42069"	43	211917	20.29
	"Lancaster County, PA"	"42071"	33	536624	6.15
	"Lawrence County, PA"	"42073"	28	88082	31.79
	"Lebanon County, PA"	"42075"	13	137067	Unreliable
	"Lehigh County, PA"	"42077"	16	360685	Unreliable
	"Luzerne County, PA"	"42079"	14	318449	Unreliable
	"Monroe County, PA"	"42089"	20	166397	12.02
	"Montgomery County, PA"	"42091"	98	819264	11.96
	"Northampton County, PA"	"42095"	47	300813	15.62
	"Philadelphia County, PA"	"42101"	29	1567442	1.85
	"Schuylkill County, PA"	"42107"	20	144590	13.83
	"Washington County, PA"	"42125"	56	208261	26.89
	"Wayne County, PA"	"42127"	14	51198	Unreliable
	"Westmoreland County, PA"	"42129"	13	357956	Unreliable
	"York County, PA"	"42133"	56	442867	12.64
	"Kent County, RI"	"44003"	40	164801	24.27
	"Providence County, RI"	"44007"	181	633473	28.57
	"Washington County, RI"	"44009"	19	126517	Unreliable
	"Aiken County, SC"	"45003"	29	165829	17.49
	"Anderson County, SC"	"45007"	34	194692	17.46
	"Berkeley County, SC"	"45015"	15	202786	Unreliable
	"Charleston County, SC"	"45019"	47	389262	12.07
	"Dorchester County, SC"	"45035"	26	152478	17.05
	"Florence County, SC"	"45041"	15	138900	Unreliable
	"Greenville County, SC"	"45045"	78	491863	15.86
	"Horry County, SC"	"45051"	37	309199	11.97
	"Lexington County, SC"	"45063"	38	281833	13.48
	"Oconee County, SC"	"45073"	13	75713	Unreliable
	"Pickens County, SC"	"45077"	27	121691	22.19
	"Richland County, SC"	"45079"	35	407051	8.60
	"Spartanburg County, SC"	"45083"	39	297302	13.12
	"York County, SC"	"45091"	28	251195	11.15
	"Minnehaha County, SD"	"46099"	10	185197	Unreliable
	"Anderson County, TN"	"47001"	20	75749	26.40
	"Blount County, TN"	"47009"	19	127253	Unreliable
	"Bradley County, TN"	"47011"	10	104091	Unreliable
	"Campbell County, TN"	"47013"	16	39752	Unreliable
	"Carter County, TN"	"47019"	10	56486	Unreliable
	"Cheatham County, TN"	"47021"	15	39741	Unreliable
	"Davidson County, TN"	"47037"	126	678889	18.56
	"Dickson County, TN"	"47043"	16	51487	Unreliable
	"Hamblen County, TN"	"47063"	11	63402	Unreliable
	"Hamilton County, TN"	"47065"	39	354098	11.01
	"Hawkins County, TN"	"47073"	14	56471	Unreliable
	"Knox County, TN"	"47093"	122	451324	27.03
	"Maury County, TN"	"47119"	11	87757	Unreliable
	"Montgomery County, TN"	"47125"	24	193479	12.40
	"Morgan County, TN"	"47129"	10	21498	Unreliable
	"Putnam County, TN"	"47141"	12	74553	Unreliable
	"Roane County, TN"	"47145"	15	52753	Unreliable
	"Robertson County, TN"	"47147"	12	68570	Unreliable
	"Rutherford County, TN"	"47149"	44	298612	14.73
	"Sevier County, TN"	"47155"	18	95946	Unreliable
	"Shelby County, TN"	"47157"	138	938069	14.71
