"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Clayton County, GA"	"13063"	15	267542	Unreliable
	"Cobb County, GA"	"13067"	47	730981	6.43
	"Columbia County, GA"	"13073"	11	139257	Unreliable
	"Coweta County, GA"	"13077"	10	135571	Unreliable
	"DeKalb County, GA"	"13089"	28	722161	3.88
	"Douglas County, GA"	"13097"	17	138776	Unreliable
	"Fayette County, GA"	"13113"	13	109664	Unreliable
	"Forsyth County, GA"	"13117"	22	204302	10.77
	"Fulton County, GA"	"13121"	93	996319	9.33
	"Gwinnett County, GA"	"13135"	42	877922	4.78
	"Hall County, GA"	"13139"	10	190761	Unreliable
	"Henry County, GA"	"13151"	12	213869	Unreliable
	"Paulding County, GA"	"13223"	30	148987	20.14
	"Richmond County, GA"	"13245"	16	201368	Unreliable
	"Troup County, GA"	"13285"	10	69469	Unreliable
	"Walton County, GA"	"13297"	10	87615	Unreliable
	"Ware County, GA"	"13299"	12	35515	Unreliable
	"Honolulu County, HI"	"15003"	35	991788	3.53
	"Maui County, HI"	"15009"	14	163019	Unreliable
	"Ada County, ID"	"16001"	37	426236	8.68
	"Champaign County, IL"	"17019"	22	207133	10.62
	"Cook County, IL"	"17031"	480	5246456	9.15
	"DuPage County, IL"	"17043"	67	932708	7.18
	"Kane County, IL"	"17089"	25	527306	4.74
	"Kankakee County, IL"	"17091"	12	111375	Unreliable
	"Lake County, IL"	"17097"	67	705186	9.50
	"LaSalle County, IL"	"17099"	11	111241	Unreliable
	"McHenry County, IL"	"17111"	25	307283	8.14
	"McLean County, IL"	"17113"	17	174061	Unreliable
	"Madison County, IL"	"17119"	72	266560	27.01
	"Peoria County, IL"	"17143"	22	187319	11.74
	"St. Clair County, IL"	"17163"	27	265729	10.16
	"Sangamon County, IL"	"17167"	28	198997	14.07
	"Tazewell County, IL"	"17179"	16	135707	Unreliable
	"Vermilion County, IL"	"17183"	10	79728	Unreliable
	"Whiteside County, IL"	"17195"	10	56876	Unreliable
	"Will County, IL"	"17197"	62	685419	9.05
	"Winnebago County, IL"	"17201"	56	288542	19.41
	"Allen County, IN"	"18003"	13	365918	Unreliable
	"Delaware County, IN"	"18035"	24	117074	20.50
	"Elkhart County, IN"	"18039"	10	201971	Unreliable
	"Floyd County, IN"	"18043"	14	76179	Unreliable
	"Hancock County, IN"	"18059"	12	71978	Unreliable
	"Hendricks County, IN"	"18063"	11	156056	Unreliable
	"Lake County, IN"	"18089"	36	490228	7.34
	"Madison County, IN"	"18095"	18	130069	Unreliable
	"Marion County, IN"	"18097"	73	934243	7.81
	"Porter County, IN"	"18127"	34	167076	20.35
	"St. Joseph County, IN"	"18141"	27	267618	10.09
	"Johnson County, IA"	"19103"	16	142287	Unreliable
	"Linn County, IA"	"19113"	22	217751	10.10
	"Polk County, IA"	"19153"	26	459862	5.65
	"Scott County, IA"	"19163"	11	171387	Unreliable
	"Johnson County, KS"	"20091"	41	574272	7.14
	"Leavenworth County, KS"	"20103"	11	78797	Unreliable
	"Sedgwick County, KS"	"20173"	32	508803	6.29
	"Shawnee County, KS"	"20177"	13	178406	Unreliable
	"Bell County, KY"	"21013"	10	27778	Unreliable
	"Boone County, KY"	"21015"	26	126413	20.57
	"Boyd County, KY"	"21019"	14	48832	Unreliable
	"Bullitt County, KY"	"21029"	23	77955	29.50
	"Campbell County, KY"	"21037"	38	91833	41.38
	"Fayette County, KY"	"21067"	67	310797	21.56
	"Floyd County, KY"	"21071"	18	38108	Unreliable
	"Grant County, KY"	"21081"	10	24875	Unreliable
	"Hardin County, KY"	"21093"	13	108266	Unreliable
	"Jefferson County, KY"	"21111"	96	760026	12.63
	"Kenton County, KY"	"21117"	56	163929	34.16
	"McCracken County, KY"	"21145"	14	65316	Unreliable
	"Madison County, KY"	"21151"	22	87340	25.19
	"Pike County, KY"	"21195"	20	63034	31.73
	"Powell County, KY"	"21197"	11	12434	Unreliable
	"Russell County, KY"	"21207"	12	17774	Unreliable
	"Warren County, KY"	"21227"	11	120460	Unreliable
	"Whitley County, KY"	"21235"	14	35503	Unreliable
	"Ascension Parish, LA"	"22005"	10	117029	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	26	446042	5.83
	"Jefferson Parish, LA"	"22051"	65	435716	14.92
	"Orleans Parish, LA"	"22071"	31	384320	8.07
	"St. Tammany Parish, LA"	"22103"	53	245829	21.56
	"Androscoggin County, ME"	"23001"	20	107440	18.62
	"Cumberland County, ME"	"23005"	35	287797	12.16
	"Kennebec County, ME"	"23011"	16	121112	Unreliable
	"Penobscot County, ME"	"23019"	16	153414	Unreliable
	"York County, ME"	"23031"	34	200710	16.94
	"Allegany County, MD"	"24001"	11	72952	Unreliable
	"Anne Arundel County, MD"	"24003"	105	560133	18.75
	"Baltimore County, MD"	"24005"	167	826925	20.20
	"Calvert County, MD"	"24009"	18	90613	Unreliable
	"Caroline County, MD"	"24011"	11	32538	Unreliable
	"Carroll County, MD"	"24013"	31	167830	18.47
	"Cecil County, MD"	"24015"	32	102383	31.26
	"Charles County, MD"	"24017"	18	154747	Unreliable
	"Frederick County, MD"	"24021"	37	243675	15.18
	"Harford County, MD"	"24025"	38	250105	15.19
	"Howard County, MD"	"24027"	17	309284	Unreliable
	"Montgomery County, MD"	"24031"	59	1030447	5.73
	"Prince George's County, MD"	"24033"	54	904430	5.97
	"Queen Anne's County, MD"	"24035"	10	48804	Unreliable
	"St. Mary's County, MD"	"24037"	10	110382	Unreliable
	"Washington County, MD"	"24043"	40	149573	26.74
	"Wicomico County, MD"	"24045"	11	101539	Unreliable
	"Baltimore city, MD"	"24510"	232	622793	37.25
	"Barnstable County, MA"	"25001"	49	214914	22.80
	"Berkshire County, MA"	"25003"	24	128715	18.65
	"Bristol County, MA"	"25005"	140	554194	25.26
	"Essex County, MA"	"25009"	170	769091	22.10
	"Franklin County, MA"	"25011"	10	70862	Unreliable
	"Hampden County, MA"	"25013"	51	468161	10.89
	"Hampshire County, MA"	"25015"	20	160939	12.43
	"Middlesex County, MA"	"25017"	231	1570315	14.71
	"Norfolk County, MA"	"25021"	111	692254	16.03
	"Plymouth County, MA"	"25023"	91	507022	17.95
	"Suffolk County, MA"	"25025"	118	767254	15.38
	"Worcester County, MA"	"25027"	119	813475	14.63
	"Allegan County, MI"	"26005"	19	113847	Unreliable
	"Calhoun County, MI"	"26025"	26	134878	19.28
	"Eaton County, MI"	"26045"	11	108579	Unreliable
	"Genesee County, MI"	"26049"	36	412895	8.72
	"Ingham County, MI"	"26065"	47	284582	16.52
	"Ionia County, MI"	"26067"	14	64294	Unreliable
	"Kalamazoo County, MI"	"26077"	31	258818	11.98
	"Kent County, MI"	"26081"	49	629237	7.79
	"Livingston County, MI"	"26093"	39	185596	21.01
	"Macomb County, MI"	"26099"	149	860112	17.32
	"Monroe County, MI"	"26115"	25	149824	16.69
	"Muskegon County, MI"	"26121"	44	172344	25.53
	"Oakland County, MI"	"26125"	38	1237868	3.07
	"Ottawa County, MI"	"26139"	25	276292	9.05
	"St. Clair County, MI"	"26147"	26	160078	16.24
	"Washtenaw County, MI"	"26161"	58	356874	16.25
	"Wayne County, MI"	"26163"	262	1764804	14.85
	"Anoka County, MN"	"27003"	19	341864	Unreliable
	"Dakota County, MN"	"27037"	16	412529	Unreliable
	"Hennepin County, MN"	"27053"	93	1212064	7.67
	"Olmsted County, MN"	"27109"	11	150287	Unreliable
	"Ramsey County, MN"	"27123"	28	532655	5.26
	"St. Louis County, MN"	"27137"	26	200949	12.94
	"Sherburne County, MN"	"27141"	10	91126	Unreliable
	"Washington County, MN"	"27163"	14	249283	Unreliable
	"DeSoto County, MS"	"28033"	18	170913	Unreliable
	"Cass County, MO"	"29037"	10	100889	Unreliable
	"Clay County, MO"	"29047"	15	233682	Unreliable
	"Franklin County, MO"	"29071"	19	102084	Unreliable
	"Greene County, MO"	"29077"	32	285865	11.19
	"Jackson County, MO"	"29095"	68	683191	9.95
	"Jefferson County, MO"	"29099"	63	222716	28.29
	"St. Charles County, MO"	"29183"	56	379493	14.76
	"St. Francois County, MO"	"29187"	11	65960	Unreliable
	"St. Louis County, MO"	"29189"	165	1001876	16.47
	"St. Louis city, MO"	"29510"	104	317419	32.76
	"Douglas County, NE"	"31055"	28	543244	5.15
	"Clark County, NV"	"32003"	277	2069681	13.38
	"Washoe County, NV"	"32031"	55	440078	12.50
	"Belknap County, NH"	"33001"	10	60305	Unreliable
	"Cheshire County, NH"	"33005"	14	76115	Unreliable
	"Coos County, NH"	"33007"	11	31653	Unreliable
	"Grafton County, NH"	"33009"	13	89658	Unreliable
	"Hillsborough County, NH"	"33011"	97	405184	23.94
	"Merrimack County, NH"	"33013"	37	147171	25.14
	"Rockingham County, NH"	"33015"	61	300621	20.29
	"Strafford County, NH"	"33017"	42	125604	33.44
	"Atlantic County, NJ"	"34001"	48	275209	17.44
	"Bergen County, NJ"	"34003"	63	933572	6.75
	"Burlington County, NJ"	"34005"	26	449722	5.78
	"Cape May County, NJ"	"34009"	14	95344	Unreliable
	"Cumberland County, NJ"	"34011"	24	157389	15.25
	"Essex County, NJ"	"34013"	66	795723	8.29
	"Hudson County, NJ"	"34017"	41	669115	6.13
	"Mercer County, NJ"	"34021"	33	371537	8.88
	"Middlesex County, NJ"	"34023"	100	836297	11.96
	"Monmouth County, NJ"	"34025"	75	629279	11.92
	"Morris County, NJ"	"34027"	42	499727	8.40
	"Ocean County, NJ"	"34029"	48	586301	8.19
	"Passaic County, NJ"	"34031"	40	508856	7.86
	"Somerset County, NJ"	"34035"	26	332568	7.82
	"Sussex County, NJ"	"34037"	12	144909	Unreliable
	"Union County, NJ"	"34039"	35	552939	6.33
	"Warren County, NJ"	"34041"	14	106917	Unreliable
	"Bernalillo County, NM"	"35001"	139	675551	20.58
	"Dona Ana County, NM"	"35013"	25	213676	11.70
	"Eddy County, NM"	"35015"	10	56395	Unreliable
	"Lea County, NM"	"35025"	10	69999	Unreliable
	"Otero County, NM"	"35035"	13	65082	Unreliable
	"Rio Arriba County, NM"	"35039"	34	39777	85.48
	"Sandoval County, NM"	"35043"	24	137608	17.44
	"San Juan County, NM"	"35045"	13	123785	Unreliable
	"Santa Fe County, NM"	"35049"	41	148164	27.67
	"Valencia County, NM"	"35061"	15	75817	Unreliable
	"Albany County, NY"	"36001"	23	308171	7.46
	"Bronx County, NY"	"36005"	103	1438159	7.16
	"Broome County, NY"	"36007"	27	197349	13.68
	"Chautauqua County, NY"	"36013"	14	132053	Unreliable
	"Dutchess County, NY"	"36027"	40	296579	13.49
	"Erie County, NY"	"36029"	113	922835	12.24
	"Jefferson County, NY"	"36045"	13	119103	Unreliable
	"Kings County, NY"	"36047"	162	2621793	6.18
	"Monroe County, NY"	"36055"	89	749857	11.87
	"Nassau County, NY"	"36059"	146	1358627	10.75
	"New York County, NY"	"36061"	106	1636268	6.48
	"Niagara County, NY"	"36063"	25	213525	11.71
	"Oneida County, NY"	"36065"	37	232871	15.89
	"Onondaga County, NY"	"36067"	57	468196	12.17
	"Ontario County, NY"	"36069"	10	109707	Unreliable
	"Orange County, NY"	"36071"	62	376099	16.49
	"Oswego County, NY"	"36075"	15	120913	Unreliable
	"Putnam County, NY"	"36079"	10	99487	Unreliable
	"Queens County, NY"	"36081"	112	2321580	4.82
	"Richmond County, NY"	"36085"	72	473279	15.21
	"Rockland County, NY"	"36087"	16	323866	Unreliable
	"St. Lawrence County, NY"	"36089"	10	111400	Unreliable
	"Saratoga County, NY"	"36091"	20	224921	8.89
	"Suffolk County, NY"	"36103"	206	1502968	13.71
	"Sullivan County, NY"	"36105"	20	75943	26.34
	"Tompkins County, NY"	"36109"	14	104691	Unreliable
	"Ulster County, NY"	"36111"	20	180445	11.08
	"Westchester County, NY"	"36119"	71	972634	7.30
	"Alamance County, NC"	"37001"	15	155792	Unreliable
	"Brunswick County, NC"	"37019"	18	118836	Unreliable
	"Buncombe County, NC"	"37021"	25	250539	9.98
	"Burke County, NC"	"37023"	21	89486	23.47
	"Cabarrus County, NC"	"37025"	17	192103	Unreliable
	"Caldwell County, NC"	"37027"	11	81484	Unreliable
	"Carteret County, NC"	"37031"	13	68811	Unreliable
	"Catawba County, NC"	"37035"	22	154534	14.24
	"Craven County, NC"	"37049"	12	104510	Unreliable
	"Cumberland County, NC"	"37051"	35	326328	10.73
	"Davidson County, NC"	"37057"	29	164072	17.68
	"Durham County, NC"	"37063"	15	294460	Unreliable
	"Forsyth County, NC"	"37067"	47	365298	12.87
	"Gaston County, NC"	"37071"	36	211127	17.05
	"Guilford County, NC"	"37081"	42	512119	8.20
	"Harnett County, NC"	"37085"	11	126666	Unreliable
	"Henderson County, NC"	"37089"	10	111149	Unreliable
	"Iredell County, NC"	"37097"	22	166675	13.20
	"Johnston County, NC"	"37101"	11	181423	Unreliable
	"Mecklenburg County, NC"	"37119"	71	1012539	7.01
	"New Hanover County, NC"	"37129"	25	216298	11.56
	"Onslow County, NC"	"37133"	15	187589	Unreliable
	"Pitt County, NC"	"37147"	19	175354	Unreliable
	"Randolph County, NC"	"37151"	13	142778	Unreliable
	"Richmond County, NC"	"37153"	10	45733	Unreliable
	"Robeson County, NC"	"37155"	19	134760	Unreliable
	"Rowan County, NC"	"37159"	23	138630	16.59
	"Sampson County, NC"	"37163"	15	64050	Unreliable
	"Surry County, NC"	"37171"	15	72968	Unreliable
	"Union County, NC"	"37179"	16	218568	Unreliable
	"Wake County, NC"	"37183"	55	998691	5.51
	"Wilkes County, NC"	"37193"	29	68838	42.13
	"Yadkin County, NC"	"37197"	12	37792	Unreliable
	"Cass County, ND"	"38017"	11	167005	Unreliable
	"Adams County, OH"	"39001"	10	28129	Unreliable
	"Ashtabula County, OH"	"39007"	20	99175	20.17
	"Brown County, OH"	"39015"	10	44116	Unreliable
	"Butler County, OH"	"39017"	139	374158	37.15
	"Clark County, OH"	"39023"	34	136554	24.90
	"Clermont County, OH"	"39025"	75	201560	37.21
	"Columbiana County, OH"	"39029"	10	105686	Unreliable
	"Cuyahoga County, OH"	"39035"	234	1259828	18.57
	"Delaware County, OH"	"39041"	11	189113	Unreliable
	"Erie County, OH"	"39043"	11	75828	Unreliable
	"Fairfield County, OH"	"39045"	12	150381	Unreliable
	"Franklin County, OH"	"39049"	178	1231393	14.46
	"Geauga County, OH"	"39055"	11	94295	Unreliable
	"Greene County, OH"	"39057"	22	163820	13.43
	"Guernsey County, OH"	"39059"	10	39590	Unreliable
	"Hamilton County, OH"	"39061"	229	806631	28.39
	"Hancock County, OH"	"39063"	10	75337	Unreliable
	"Highland County, OH"	"39071"	10	43045	Unreliable
	"Huron County, OH"	"39077"	14	58714	Unreliable
	"Lake County, OH"	"39085"	46	229230	20.07
	"Licking County, OH"	"39089"	18	169390	Unreliable
	"Lorain County, OH"	"39093"	60	304216	19.72
	"Lucas County, OH"	"39095"	94	435286	21.59
	"Mahoning County, OH"	"39099"	45	233204	19.30
	"Marion County, OH"	"39101"	23	65720	35.00
	"Medina County, OH"	"39103"	16	176029	Unreliable
	"Miami County, OH"	"39109"	16	103900	Unreliable
	"Montgomery County, OH"	"39113"	155	533116	29.07
	"Portage County, OH"	"39133"	30	161882	18.53
	"Richland County, OH"	"39139"	26	121942	21.32
	"Ross County, OH"	"39141"	26	77159	33.70
	"Scioto County, OH"	"39145"	12	77258	Unreliable
	"Seneca County, OH"	"39147"	10	55669	Unreliable
	"Stark County, OH"	"39151"	57	375736	15.17
	"Summit County, OH"	"39153"	105	541943	19.37
	"Trumbull County, OH"	"39155"	50	205175	24.37
	"Warren County, OH"	"39165"	28	221659	12.63
	"Wood County, OH"	"39173"	12	129590	Unreliable
	"Canadian County, OK"	"40017"	13	129582	Unreliable
	"Cherokee County, OK"	"40021"	11	48341	Unreliable
	"Cleveland County, OK"	"40027"	26	269908	9.63
	"Comanche County, OK"	"40031"	23	125033	18.40
	"Creek County, OK"	"40037"	17	70632	Unreliable
	"Delaware County, OK"	"40041"	10	41446	Unreliable
	"Muskogee County, OK"	"40101"	17	69966	Unreliable
	"Oklahoma County, OK"	"40109"	93	766215	12.14
	"Pittsburg County, OK"	"40121"	11	44626	Unreliable
	"Rogers County, OK"	"40131"	12	89815	Unreliable
	"Stephens County, OK"	"40137"	10	44493	Unreliable
	"Tulsa County, OK"	"40143"	80	629598	12.71
	"Wagoner County, OK"	"40145"	14	75702	Unreliable
	"Clackamas County, OR"	"41005"	31	394972	7.85
	"Deschutes County, OR"	"41017"	10	170388	Unreliable
	"Jackson County, OR"	"41029"	16	210287	Unreliable
	"Lane County, OR"	"41039"	36	358337	10.05
	"Linn County, OR"	"41043"	20	119356	16.76
	"Marion County, OR"	"41047"	13	326110	Unreliable
	"Multnomah County, OR"	"41051"	90	776712	11.59
	"Washington County, OR"	"41067"	35	562998	6.22
	"Allegheny County, PA"	"42003"	242	1231255	19.65
	"Armstrong County, PA"	"42005"	13	67785	Unreliable
	"Beaver County, PA"	"42007"	21	169392	12.40
	"Berks County, PA"	"42011"	41	413691	9.91
	"Bucks County, PA"	"42017"	23	626685	3.67
	"Butler County, PA"	"42019"	22	185943	11.83
	"Cambria County, PA"	"42021"	10	137732	Unreliable
	"Centre County, PA"	"42027"	10	158742	Unreliable
	"Chester County, PA"	"42029"	11	512784	Unreliable
	"Cumberland County, PA"	"42041"	13	243762	Unreliable
	"Dauphin County, PA"	"42043"	17	271453	Unreliable
	"Delaware County, PA"	"42045"	40	562960	7.11
	"Erie County, PA"	"42049"	26	278443	9.34
	"Fayette County, PA"	"42051"	33	134086	24.61
	"Franklin County, PA"	"42055"	18	152892	Unreliable
	"Lackawanna County, PA"	"42069"	32	212719	15.04
	"Lancaster County, PA"	"42071"	27	533320	5.06
	"Lawrence County, PA"	"42073"	19	88771	Unreliable
	"Lebanon County, PA"	"42075"	10	136359	Unreliable
	"Lehigh County, PA"	"42077"	18	357823	Unreliable
	"Mercer County, PA"	"42085"	11	114884	Unreliable
	"Monroe County, PA"	"42089"	23	166314	13.83
	"Montgomery County, PA"	"42091"	98	816857	12.00
	"Northampton County, PA"	"42095"	21	300654	6.98
	"Philadelphia County, PA"	"42101"	41	1560297	2.63
	"Schuylkill County, PA"	"42107"	18	145797	Unreliable
	"Susquehanna County, PA"	"42115"	16	41920	Unreliable
	"Washington County, PA"	"42125"	30	208187	14.41
	"Westmoreland County, PA"	"42129"	17	359320	Unreliable
	"York County, PA"	"42133"	53	440755	12.02
	"Bristol County, RI"	"44001"	10	49060	Unreliable
	"Kent County, RI"	"44003"	30	165128	18.17
	"Providence County, RI"	"44007"	131	631974	20.73
	"Washington County, RI"	"44009"	27	126653	21.32
	"Aiken County, SC"	"45003"	23	164753	13.96
	"Anderson County, SC"	"45007"	31	192810	16.08
	"Beaufort County, SC"	"45013"	10	175852	Unreliable
	"Berkeley County, SC"	"45015"	19	198205	Unreliable
	"Charleston County, SC"	"45019"	33	381015	8.66
	"Dorchester County, SC"	"45035"	10	148469	Unreliable
	"Florence County, SC"	"45041"	16	139231	Unreliable
	"Georgetown County, SC"	"45043"	11	60773	Unreliable
	"Greenville County, SC"	"45045"	63	482752	13.05
	"Greenwood County, SC"	"45047"	11	69520	Unreliable
	"Horry County, SC"	"45051"	50	298832	16.73
	"Lexington County, SC"	"45063"	37	277888	13.31
	"Oconee County, SC"	"45073"	18	75192	Unreliable
	"Pickens County, SC"	"45077"	26	120368	21.60
	"Richland County, SC"	"45079"	34	401566	8.47
	"Spartanburg County, SC"	"45083"	30	293542	10.22
	"York County, SC"	"45091"	28	245346	11.41
	"Minnehaha County, SD"	"46099"	12	182882	Unreliable
	"Anderson County, TN"	"47001"	11	75528	Unreliable
	"Blount County, TN"	"47009"	15	126339	Unreliable
	"Bradley County, TN"	"47011"	17	102975	Unreliable
	"Campbell County, TN"	"47013"	15	39918	Unreliable
	"Cheatham County, TN"	"47021"	16	39764	Unreliable
	"Cumberland County, TN"	"47035"	11	57985	Unreliable
	"Davidson County, TN"	"47037"	99	668347	14.81
	"Greene County, TN"	"47059"	14	68335	Unreliable
	"Hamblen County, TN"	"47063"	19	63036	Unreliable
	"Hamilton County, TN"	"47065"	38	351220	10.82
	"Knox County, TN"	"47093"	94	448644	20.95
	"Loudon County, TN"	"47105"	11	50771	Unreliable
	"Maury County, TN"	"47119"	12	85515	Unreliable
	"Montgomery County, TN"	"47125"	23	189961	12.11
	"Putnam County, TN"	"47141"	16	74165	Unreliable
	"Roane County, TN"	"47145"	12	52748	Unreliable
	"Rutherford County, TN"	"47149"	24	288906	8.31
	"Shelby County, TN"	"47157"	113	938803	12.04
	"Sullivan County, TN"	"47163"	22	157047	14.01
	"Washington County, TN"	"47179"	14	126242	Unreliable
	"Williamson County, TN"	"47187"	14	205226	Unreliable
	"Wilson County, TN"	"47189"	16	125376	Unreliable
	"Bexar County, TX"	"48029"	93	1855866	5.01
	"Brazoria County, TX"	"48039"	14	338124	Unreliable
	"Collin County, TX"	"48085"	35	885241	3.95
	"Dallas County, TX"	"48113"	170	2518638	6.75
	"Denton County, TX"	"48121"	21	753363	2.79
	"Ector County, TX"	"48135"	13	153904	Unreliable
	"El Paso County, TX"	"48141"	33	833487	3.96
	"Fort Bend County, TX"	"48157"	23	685345	3.36
	"Galveston County, TX"	"48167"	19	314198	Unreliable
	"Harris County, TX"	"48201"	226	4441370	5.09
	"Jefferson County, TX"	"48245"	15	252235	Unreliable
	"Kaufman County, TX"	"48257"	12	111236	Unreliable
	"Lubbock County, TX"	"48303"	16	293974	Unreliable
	"Midland County, TX"	"48329"	11	155830	Unreliable
	"Montgomery County, TX"	"48339"	14	518947	Unreliable
	"Nueces County, TX"	"48355"	36	356221	10.11
	"Tarrant County, TX"	"48439"	95	1945360	4.88
	"Travis County, TX"	"48453"	25	1151145	2.17
	"Webb County, TX"	"48479"	13	266673	Unreliable
	"Wichita County, TX"	"48485"	11	132355	Unreliable
	"Cache County, UT"	"49005"	10	118343	Unreliable
